0,100
1,102
2,104
3,106
4,108
5,110
6,112
7,114
8,116
9,118
10,120
11,122
12,124
13,126
14,128
15,130
16,132
17,134
18,100
19,102
20,104
21,106
22,108
23,110
24,112
25,114
26,116
27,118
28,120
29,122
30,124
31,126
32,128
33,130
34,132
35,134
36,100
37,102
38,104
39,106
40,108
41,110
42,112
43,114
44,116
45,118
46,120
47,122
48,124
49,126
50,128
51,130
52,132
53,134
54,100
55,102
56,104
57,106
58,108
59,110
60,112
61,114
62,116
63,118
64,120
65,122
66,124
67,126
68,128
69,130
70,132
71,134
72,100
73,102
74,104
75,106
76,108
77,110
78,112
79,114
80,116
81,118
82,120
83,122
84,124
85,126
86,128
87,130
88,132
89,134
90,100
91,102
92,104
93,106
94,108
95,110
96,112
97,114
98,116
99,118
0,120
1,122
2,124
3,126
4,128
5,130
6,132
7,134
8,100
9,102
10,104
11,106
12,108
13,110
14,112
15,114
16,116
17,118
18,120
19,122
20,124
21,126
22,128
23,130
24,132
25,134
26,100
27,102
28,104
29,106
30,108
31,110
32,112
33,114
34,116
35,118
36,120
37,122
38,124
39,126
40,128
41,130
42,132
43,134
44,100
45,102
46,104
47,106
48,108
49,110
50,112
51,114
52,116
53,118
54,120
55,122
56,124
57,126
58,128
59,130
60,132
61,134
62,100
63,102
64,104
65,106
66,108
67,110
68,112
69,114
70,116
71,118
72,120
73,122
74,124
75,126
76,128
77,130
78,132
79,134
80,100
81,102
82,104
83,106
84,108
85,110
86,112
87,114
88,116
89,118
90,120
91,122
92,124
93,126
94,128
95,130
96,132
97,134
98,100
99,102
0,104
1,106
2,108
3,110
4,112
5,114
6,116
7,118
8,120
9,122
10,124
11,126
12,128
13,130
14,132
15,134
16,100
17,102
18,104
19,106
20,108
21,110
22,112
23,114
24,116
25,118
26,120
27,122
28,124
29,126
30,128
31,130
32,132
33,134
34,100
35,102
36,104
37,106
38,108
39,110
40,112
41,114
42,116
43,118
44,120
45,122
46,124
47,126
48,128
49,130
50,132
51,134
52,100
53,102
54,104
55,106
56,108
57,110
58,112
59,114
60,116
61,118
62,120
63,122
64,124
65,126
66,128
67,130
68,132
69,134
70,100
71,102
72,104
73,106
74,108
75,110
76,112
77,114
78,116
79,118
80,120
81,122
82,124
83,126
84,128
85,130
86,132
87,134
88,100
89,102
90,104
91,106
92,108
93,110
94,112
95,114
96,116
97,118
98,120
99,122
0,124
1,126
2,128
3,130
4,132
5,134
6,100
7,102
8,104
9,106
10,108
11,110
12,112
13,114
14,116
15,118
16,120
17,122
18,124
19,126
20,128
21,130
22,132
23,134
24,100
25,102
26,104
27,106
28,108
29,110
30,112
31,114
32,116
33,118
34,120
35,122
36,124
37,126
38,128
39,130
40,132
41,134
42,100
43,102
44,104
45,106
46,108
47,110
48,112
49,114
50,116
51,118
52,120
53,122
54,124
55,126
56,128
57,130
58,132
59,134
60,100
61,102
62,104
63,106
64,108
65,110
66,112
67,114
68,116
69,118
70,120
71,122
72,124
73,126
74,128
75,130
76,132
77,134
78,100
79,102
80,104
81,106
82,108
83,110
84,112
85,114
86,116
87,118
88,120
89,122
90,124
91,126
92,128
93,130
94,132
95,134
96,100
97,102
98,104
99,106
0,108
1,110
2,112
3,114
4,116
5,118
6,120
7,122
8,124
9,126
10,128
11,130
12,132
13,134
14,100
15,102
16,104
17,106
18,108
19,110
20,112
21,114
22,116
23,118
24,120
25,122
26,124
27,126
28,128
29,130
30,132
31,134
32,100
33,102
34,104
35,106
36,108
37,110
38,112
39,114
40,116
41,118
42,120
43,122
44,124
45,126
46,128
47,130
48,132
49,134
50,100
51,102
52,104
53,106
54,108
55,110
56,112
57,114
58,116
59,118
60,120
61,122
62,124
63,126
64,128
65,130
66,132
67,134
68,100
69,102
70,104
71,106
72,108
73,110
74,112
75,114
76,116
77,118
78,120
79,122
80,124
81,126
82,128
83,130
84,132
85,134
86,100
87,102
88,104
89,106
90,108
91,110
92,112
93,114
94,116
95,118
96,120
97,122
98,124
99,126
0,128
1,130
2,132
3,134
4,100
5,102
6,104
7,106
8,108
9,110
10,112
11,114
12,116
13,118
14,120
15,122
16,124
17,126
18,128
19,130
20,132
21,134
22,100
23,102
24,104
25,106
26,108
27,110
28,112
29,114
30,116
31,118
32,120
33,122
34,124
35,126
36,128
37,130
38,132
39,134
40,100
41,102
42,104
43,106
44,108
45,110
46,112
47,114
48,116
49,118
50,120
51,122
52,124
53,126
54,128
55,130
56,132
57,134
58,100
59,102
60,104
61,106
62,108
63,110
64,112
65,114
66,116
67,118
68,120
69,122
70,124
71,126
72,128
73,130
74,132
75,134
76,100
77,102
78,104
79,106
80,108
81,110
82,112
83,114
84,116
85,118
86,120
87,122
88,124
89,126
90,128
91,130
92,132
93,134
94,100
95,102
96,104
97,106
98,108
99,110
0,112
1,114
2,116
3,118
4,120
5,122
6,124
7,126
8,128
9,130
10,132
11,134
12,100
13,102
14,104
15,106
16,108
17,110
18,112
19,114
20,116
21,118
22,120
23,122
24,124
25,126
26,128
27,130
28,132
29,134
30,100
31,102
32,104
33,106
34,108
35,110
36,112
37,114
38,116
39,118
40,120
41,122
42,124
43,126
44,128
45,130
46,132
