16,1120,1137,4585,-20,-96,972,-624,774,-299,917,-1
16,1120,1128,4436,-20,-94,975,-625,777,-302,900,-1
16,1128,1146,4707,-19,-97,974,-630,779,-296,943,8
16,1102,1120,4541,-19,-96,975,-626,775,-296,1030,-1
16,1137,1181,4515,-19,-95,974,-620,778,-298,958,-1
16,1093,1163,4567,-19,-96,974,-623,778,-307,923,-1
16,1146,1120,4541,-20,-96,975,-625,781,-303,914,-1
16,1128,1163,4628,-21,-96,975,-622,772,-301,904,-1
16,1111,1155,4567,-19,-96,974,-623,778,-309,896,3
16,1146,1198,4707,-21,-95,973,-624,774,-306,901,3
16,1102,1155,4620,-20,-95,974,-623,781,-298,901,-1
16,1093,1181,4567,-19,-96,973,-623,773,-307,898,-1
16,1128,1172,4567,-21,-96,974,-617,772,-300,907,7
16,1111,1181,4716,-21,-95,975,-618,774,-298,924,-1
16,1128,1198,4830,-18,-95,975,-620,776,-301,909,-1
16,1102,1181,4558,-20,-96,975,-625,780,-297,911,-1
16,1111,1163,4602,-18,-95,974,-620,781,-307,922,-1
16,1155,1207,4690,-20,-95,975,-618,778,-303,917,-1
16,1111,1181,4576,-20,-95,976,-622,771,-311,923,-1
16,1111,1163,4655,-19,-96,972,-619,779,-307,913,-1
16,1163,1207,4585,-18,-96,974,-629,777,-306,913,-1
16,1146,1190,4585,-19,-95,974,-620,781,-296,917,0
16,1120,1216,4830,-19,-96,975,-624,774,-302,923,-1
16,1128,1172,4655,-19,-96,972,-620,774,-292,915,-1
16,1120,1163,4655,-20,-95,974,-628,784,-304,913,-1
16,1102,1198,4760,-21,-96,973,-621,784,-308,928,-1
16,1102,1190,4646,-19,-96,975,-615,769,-310,918,2
16,1120,1155,4576,-20,-96,973,-618,776,-293,912,5
16,1128,1181,4646,-21,-95,973,-621,776,-300,911,-1
16,1146,1260,4646,-18,-97,978,-612,779,-305,907,6
16,1111,1172,4558,-20,-95,971,-618,777,-314,905,5
16,1102,1216,4462,-21,-95,976,-621,777,-302,919,2
16,1120,1181,4742,-18,-97,974,-618,776,-312,932,4
16,1058,1225,4655,-20,-95,973,-625,776,-291,912,-1
16,1120,1225,4672,-20,-96,976,-624,781,-293,920,-1
16,1102,1251,4541,-19,-98,974,-626,767,-298,916,-1
