b'026,405,-37,-164,898,-1'
b'12,-245,-630,-350,-9,-109,1026,381,-21,-169,910,-1'
b'12,-280,-691,-341,-9,-109,1026,401,-37,-155,918,-1'
b'12,-262,-568,-385,-10,-112,1024,397,-38,-159,915,-1'
b'12,-236,-577,-367,-11,-111,1024,424,-48,-147,928,-1'
b'12,-288,-621,-306,-10,-111,1025,446,-59,-157,909,-1'
b'12,-236,-603,-367,-11,-109,1024,375,-8,-185,904,3'
b'12,-280,-621,-341,-10,-109,1024,403,-47,-156,902,-1'
b'12,-297,-612,-332,-9,-110,1024,408,-46,-147,900,-1'
b'12,-306,-647,-376,-9,-112,1026,410,-33,-152,886,-1'
b'12,-245,-630,-332,-10,-111,1023,349,-22,-165,891,1'
b'12,-262,-630,-323,-9,-112,1025,340,-7,-166,888,4'
b'12,-253,-612,-323,-9,-110,1025,420,-70,-133,875,-1'
b'12,-323,-656,-358,-10,-110,1026,405,-50,-140,905,3'
b'12,-288,-665,-358,-9,-110,1025,397,-32,-156,897,3'
b'12,-332,-621,-332,-10,-111,1025,399,-31,-155,899,-1'
b'12,-332,-612,-376,-9,-111,1025,388,-34,-158,891,2'
b'12,-323,-638,-350,-9,-108,1027,451,-71,-157,895,-1'
b'12,-306,-647,-367,-10,-108,1027,433,-81,-147,915,1'
b'12,-288,-638,-341,-9,-110,1026,397,-35,-169,893,-1'
b'12,-297,-630,-332,-10,-109,1025,403,-43,-164,888,-1'
b'12,-288,-542,-358,-10,-112,1024,405,-36,-166,879,2'
b'12,-236,-595,-350,-10,-111,1025,346,-13,-162,887,-1'
b'12,-288,-621,-350,-10,-109,1027,355,5,-164,901,-1'
b'12,-262,-621,-341,-11,-110,1025,410,-42,-146,915,-1'
b'12,-245,-630,-350,-8,-111,1025,403,-33,-156,905,2'
b'12,-210,-603,-288,-9,-112,1025,388,-30,-162,909,-1'
b'12,-262,-603,-323,-11,-110,1024,387,-28,-155,924,2'
b'12,-227,-586,-376,-9,-110,1025,458,-67,-139,918,-1'
b'12,-315,-560,-315,-10,-110,1025,456,-78,-138,894,-1'
b'12,-306,-568,-358,-10,-110,1024,383,-16,-164,893,-1'
b'12,-271,-603,-332,-10,-111,1024,393,-37,-152,906,3'
b'12,-262,-621,-367,-10,-112,1026,405,-38,-148,901,-1'
b'12,-297,-612,-323,-9,-109,1027,405,-44,-151,909,3'
b'12,-280,-621,-358,-10,-111,1025,397,-35,-147,907,2'
b'12,-297,-621,-323,-10,-110,1025,434,-50,-152,918,5'
b'12,-306,-603,-332,-9,-110,1026,354,6,-175,922,3'
b'12,-288,-647,-323,-10,-110,1025,402,-51,-151,919,-1'
b'12,-288,-586,-350,-10,-110,1024,406,-40,-159,922,-1'
b'12,-323,-621,-367,-10,-109,1026,429,-39,-157,911,-1'
b'12,-280,-656,-341,-10,-109,1024,391,-37,-147,921,-1'
b'12,-253,-638,-358,-9,-111,1025,373,-34,-151,911,-1'
b'12,-358,-612,-332,-10,-110,1025,357,-24,-162,917,-1'
b'12,-288,-595,-315,-10,-110,1026,443,-84,-144,908,2'
b'12,-306,-560,-315,-11,-110,1026,390,-37,-170,915,-1'
b'12,-253,-630,-350,-10,-111,1024,394,-44,-146,931,-1'
b'12,-358,-586,-358,-10,-111,1025,399,-39,-162,905,-1'
b'12,-306,-612,-341,-9,-111,1025,357,-25,-168,909,-1'
b'12,-297,-603,-367,-11,-111,1025,340,-3,-160,931,-1'
b'12,-280,-647,-358,-8,-111,1025,413,-58,-127,944,1'
b'12,-332,-612,-402,-11,-109,1024,396,-32,-149,896,-1'
b'12,-306,-673,-350,-10,-111,1023,405,-44,-142,902,-1'
b'12,-306,-621,-323,-10,-112,1026,399,-45,-155,897,4'
b'12,-288,-630,-385,-11,-111,1027,429,-51,-146,894,4'
b'12,-315,-595,-341,-10,-110,1025,440,-59,-141,907,0'
b'12,-315,-673,-350,-10,-110,1023,355,0,-158,904,-1'
b'12,-245,-682,-385,-9,-110,1025,384,-25,-159,888,4'
b'12,-236,-638,-350,-11,-110,1026,395,-41,-148,884,6'
b'12,-262,-630,-332,-9,-110,1025,403,-39,-154,891,-1'
b'12,-288,-586,-358,-10,-112,1026,370,-32,-167,917,-1'
b'12,-288,-612,-323,-10,-109,1026,338,-18,-159,887,8'
b'12,-280,-673,-385,-11,-110,1024,443,-78,-124,889,-1'
b'12,-297,-560,-358,-9,-112,1023,406,-58,-134,929,-1'
b'12,-341,-630,-332,-10,-111,1025,400,-36,-150,924,-1'
b'12,-306,-621,-323,-11,-111,1028,391,-34,-162,922,1'
b'12,-306,-586,-341,-9,-111,1025,439,-55,-148,897,-1'
b'12,-280,-586,-376,-9,-109,1027,354,7,-170,919,-1'
b'12,-315,-568,-332,-10,-110,1025,405,-32,-149,907,-1'
b'12,-262,-551,-323,-9,-111,1024,398,-46,-151,895,-1'
b'12,-323,-516,-358,-9,-111,1026,399,-44,-153,909,-1'
b'12,-341,-638,-367,-10,-111,1025,358,-27,-150,900,1'
b'12,-332,-612,-367,-7,-110,1025,444,-84,-135,900,0'
b'12,-323,-647,-385,-12,-109,1027,413,-55,-139,903,-1'
b'12,-315,-638,-315,-10,-110,1025,394,-38,-152,896,-1'
b'12,-236,-568,-358,-11,-111,1025,395,-40,-153,903,4'
b'12,-271,-647,-358,-10,-112,1025,391,-44,-154,922,-1'
b'12,-262,-586,-350,-10,-110,1027,455,-73,-156,932,2'
b'12,-315,-595,-350,-10,-110,1027,373,-7,-177,904,3'
b'12,-367,-665,-350,-9,-111,1024,405,-53,-140,909,5'
b'12,-262,-691,-367,-9,-111,1025,408,-46,-161,930,-1'
b'12,-271,-630,-428,-10,-112,1026,403,-46,-152,921,-1'
b'12,-262,-577,-376,-10,-110,1026,403,-46,-158,905,-1'
b'12,-323,-638,-323,-9,-109,1025,338,-11,-152,934,2'
b'12,-315,-603,-350,-10,-110,1024,412,-71,-133,922,-1'
b'12,-288,-700,-358,-9,-110,1026,393,-38,-148,897,3'
b'12,-297,-612,-367,-9,-111,1026,399,-39,-153,885,-1'
b'12,-271,-560,-376,-10,-110,1024,383,-39,-157,895,1'
b'12,-358,-568,-315,-10,-111,1026,366,-29,-159,909,-1'
b'12,-306,-621,-376,-11,-111,1025,450,-89,-136,912,0'
b'12,-323,-586,-358,-11,-111,1025,384,-28,-154,909,4'
b'12,-332,-612,-332,-9,-110,1026,408,-42,-148,910,-1'
b'12,-306,-560,-315,-10,-111,1024,405,-41,-151,903,-1'
b'12,-218,-638,-367,-10,-110,1033,434,-53,-158,905,-1'
b'12,-280,-568,-376,-11,-111,1020,336,-4,-164,906,-1'
b'12,-236,-603,-358,-11,-109,1024,378,-13,-168,909,-1'
b'12,-297,-656,-358,-9,-111,1026,390,-29,-168,884,-1'
b'12,-271,-577,-341,-11,-110,1024,402,-43,-149,891,-1'
b'12,-253,-595,-367,-8,-110,1026,398,-42,-148,888,-1'
b'12,-341,-630,-341,-10,-106,1028,359,-31,-164,886,-1'
b'12,-288,-647,-358,-10,-110,1029,433,-86,-131,881,-1'
b'12,-288,-621,-393,-9,-109,1026,405,-56,-144,891,-1'
b'12,-332,-568,-350,-9,-111,1025,401,-32,-142,908,3'
b'12,-262,-638,-376,-10,-109,1023,397,-42,-149,891,0'
b'12,-315,-603,-341,-10,-110,1026,387,-40,-157,916,-1'
b'12,-315,-568,-350,-10,-110,1028,443,-67,-157,898,0'
b'12,-288,-542,-350,-10,-108,1026,452,-80,-142,907,-1'
b'12,-297,-630,-350,-10,-111,1023,383,-26,-159,893,-1'
b'12,-262,-603,-376,-10,-111,1026,384,-23,-156,916,6'
b'12,-297,-647,-393,-10,-111,1024,394,-42,-150,901,-1'
b'12,-332,-595,-358,-10,-110,1024,399,-46,-150,905,-1'
b'12,-288,-586,-350,-10,-110,1026,394,-44,-148,897,-1'
b'12,-253,-568,-332,-10,-110,1025,333,-10,-157,905,-1'
b'12,-332,-586,-332,-9,-110,1027,364,-6,-182,917,-1'
b'12,-323,-586,-350,-9,-110,1025,400,-54,-149,913,6'
b'12,-350,-586,-332,-10,-112,1025,387,-35,-145,912,-1'
b'12,-306,-577,-315,-9,-110,1025,390,-40,-150,912,-1'
b'12,-350,-621,-350,-9,-111,1025,451,-70,-147,915,4'
b'12,-288,-568,-358,-9,-110,1025,429,-80,-138,889,-1'
b'12,-323,-612,-393,-9,-109,1027,391,-36,-165,888,-1'
b'12,-288,-603,-358,-10,-111,1025,395,-44,-159,928,-1'
b'12,-253,-630,-315,-9,-111,1024,400,-45,-155,928,-1'
b'12,-376,-621,-376,-9,-110,1027,345,-12,-157,919,3'
b'12,-306,-621,-350,-9,-109,1026,347,8,-176,892,-1'
b'12,-297,-612,-341,-10,-110,1026,376,-8,-182,894,-1'
b'12,-271,-621,-358,-10,-110,1027,404,-39,-162,881,-1'
b'12,-271,-665,-367,-9,-110,1024,402,-51,-160,909,2'
b'12,-341,-603,-376,-10,-112,1026,394,-39,-148,916,-1'
b'12,-358,-630,-358,-11,-111,1025,359,-28,-142,902,-1'
b'12,-350,-560,-367,-11,-112,1026,437,-82,-141,888,-1'
b'12,-288,-568,-332,-9,-111,1026,413,-77,-135,914,-1'
b'12,-280,-595,-367,-11,-110,1025,396,-36,-165,897,-1'
