b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x0016,-26,-813,-2021,32,40,957,-52,208,-296,2861,4'
b'16,192,-446,-96,34,41,957,-51,210,-304,3281,-1'
b'16,236,-490,-17,32,40,961,-49,204,-288,3422,-1'
b'16,201,-463,-35,32,40,960,-46,211,-297,3509,-1'
b'16,253,-428,-52,31,42,963,-62,212,-297,3535,-1'
b'16,201,-446,-78,33,39,965,-50,208,-299,3569,-1'
b'16,245,-437,-26,32,41,964,-47,216,-289,3610,4'
b'16,236,-437,-43,34,39,961,-45,206,-294,3585,3'
b'16,210,-437,-52,32,40,969,-52,219,-294,3599,-1'
b'16,218,-428,-52,33,38,963,-53,211,-296,3653,2'
b'16,271,-463,-105,34,43,967,-44,208,-296,3614,0'
b'16,201,-463,-61,33,40,967,-49,212,-288,3653,4'
b'16,210,-428,-26,32,40,968,-58,205,-298,3664,-1'
b'16,210,-446,-113,33,40,963,-54,214,-297,3629,2'
b'16,218,-437,-87,33,41,969,-48,214,-293,3608,0'
b'16,227,-446,-35,33,38,965,-52,210,-295,3653,-1'
b'16,210,-411,-105,33,42,965,-46,212,-296,3603,3'
b'16,192,-490,-105,33,39,967,-51,217,-300,3563,1'
b'16,218,-437,-78,34,40,967,-46,213,-291,3577,4'
b'16,227,-481,-70,34,38,964,-53,208,-296,3557,4'
b'16,218,-455,-113,33,43,969,-46,220,-295,3544,5'
b'16,201,-463,-70,34,37,963,-50,212,-297,3610,-1'
b'16,253,-420,-87,34,42,964,-48,213,-288,3658,-1'
b'16,227,-463,-70,34,40,968,-48,220,-291,3653,-1'
b'16,218,-463,-96,34,41,967,-49,207,-301,3670,-1'
b'16,210,-437,-122,34,41,965,-48,208,-290,3707,-1'
b'16,218,-472,-52,34,40,969,-48,210,-293,3662,-1'
b'16,218,-446,-26,33,40,965,-51,213,-283,3653,2'
b'16,192,-455,-78,34,41,963,-45,209,-300,3713,-1'
b'16,192,-463,-78,33,39,967,-52,212,-293,3715,4'
b'16,227,-428,-87,34,40,967,-49,216,-283,3727,-1'
b'16,227,-437,-105,33,40,965,-51,209,-284,3777,-1'
b'16,218,-446,-61,35,42,968,-57,205,-290,3777,-1'
b'16,201,-446,-70,32,40,964,-51,206,-311,3739,1'
b'16,183,-446,-105,35,41,968,-46,213,-292,3777,-1'
b'16,201,-455,-113,34,40,968,-53,212,-302,3796,-1'
b'16,227,-455,-43,34,39,968,-51,211,-292,3794,-1'
b'16,201,-455,-35,34,38,962,-53,205,-291,3819,-1'
b'16,236,-472,-70,36,42,968,-51,204,-290,3819,0'
b'16,236,-490,-122,33,40,967,-52,207,-299,3831,-1'
b'16,227,-463,-61,34,39,965,-56,204,-294,3797,6'
b'16,201,-446,-105,33,42,968,-56,207,-296,3823,-1'
b'16,236,-437,-70,35,40,966,-46,214,-282,3846,3'
b'16,218,-481,-96,34,41,967,-53,215,-298,3827,-1'
b'16,210,-463,-61,35,43,970,-50,218,-300,3796,1'
b'16,157,-481,-105,34,41,965,-49,214,-296,3851,-1'
b'16,192,-437,-70,34,40,965,-44,209,-283,3809,3'
b'16,175,-437,-87,36,43,966,-44,217,-296,3831,-1'
b'16,201,-463,-87,34,41,966,-50,213,-297,3826,-1'
b'16,201,-472,-131,34,41,964,-47,214,-288,3808,-1'
b'16,201,-455,-87,36,44,965,-51,214,-294,3799,-1'
b'16,210,-446,-87,34,41,966,-49,210,-283,3806,-1'
b'16,183,-472,-175,35,39,964,-53,214,-293,3828,-1'
b'16,210,-446,-105,35,41,962,-49,212,-291,3800,-1'
b'16,218,-455,-87,34,41,968,-48,210,-292,3809,3'
b'16,218,-463,-78,34,41,967,-44,219,-304,3830,-1'
b'16,201,-498,-87,35,40,963,-48,210,-287,3792,7'
b'16,183,-472,-96,36,42,966,-53,209,-299,3808,4'
b'16,210,-437,-96,35,39,966,-53,212,-304,3792,-1'
b'16,201,-472,-61,34,41,965,-49,208,-291,3820,4'
b'16,157,-490,-113,34,42,966,-47,209,-298,3792,1'
b'16,175,-463,-70,34,40,966,-41,210,-296,3809,-1'
b'16,166,-437,-131,33,42,966,-53,213,-290,3808,-1'
b'16,166,-481,-96,35,42,966,-53,210,-303,3794,1'
